review,class,text_for_models,text_for_stats,detected_aspects,aspects_parsed,aspect_sentiments,sentiments_parsed
"Great Diner!  Their breakfast is the best in the area!  Lots of  choices and always good.  Love the unique mugs they use for coffee and all the writing on the wall.  Get there early otherwise you will not get a seat!  They have homemade hotsweet sausage and texas toast.
",1,great diner! their breakfast is the best in the area! lots of choices and always good. love the unique mugs they use for coffee and all the writing on the wall. get there early otherwise you will not get a seat! they have homemade hotsweet sausage and texas toast.,great diner breakfast best area lot choice always good love unique mug use coffee write wall get early otherwise get seat homemade hotsweet sausage texas toast,"{'value for money': 0.663, 'content quality': 0.659, 'design and aesthetics': 0.601}","{'value for money': 0.663, 'content quality': 0.659, 'design and aesthetics': 0.601}","{'value for money': 'POSITIVE', 'content quality': 'POSITIVE', 'design and aesthetics': 'POSITIVE'}","{'value for money': 'POSITIVE', 'content quality': 'POSITIVE', 'design and aesthetics': 'POSITIVE'}"
"This is a truly amazing oasis in a sea of cheese and debauchery.  Since we were sans little wee one on our naughty adult vacation to Sin City, we decided to pop over to the Springs Preserve and check it out.  It's a relatively new desert botanical garden and learning center.  Hubby is a science teacher so he was WAY excited to get his science groove on.We went a little later than expected and only had a couple hours to spend but we easily could have spent at least 4 hours wandering the hiking trails and checking out the cool exhibits.  Basically this attraction has three parts...origin experience which has tons of cool interactive activities, films, and a little zoo of desert life, Desert Lving Center which is all about conservation, and GardensTrails which is a bunch of interconnected trails.  It was really cold when we were there so we didn't spend as much time as we like on the trails.If you have some time and want to get away for a bit from the smoke and vice of the Strip, check out the Springs Preserve. It's really lovely.
",1,"this is a truly amazing oasis in a sea of cheese and debauchery. since we were sans little wee one on our naughty adult vacation to sin city, we decided to pop over to the springs preserve and check it out. it is a relatively new desert botanical garden and learning center. hubby is a science teacher so he was way excited to get his science groove on.we went a little later than expected and only had a couple hours to spend but we easily could have spent at least 4 hours wandering the hiking trails and checking out the cool exhibits. basically this attraction has three parts...origin experience which has tons of cool interactive activities, films, and a little zoo of desert life, desert lving center which is all about conservation, and gardenstrails which is a bunch of interconnected trails. it was really cold when we were there so we did not spend as much time as we like on the trails.if you have some time and want to get away for a bit from the smoke and vice of the strip, check out the springs preserve. it is really lovely.",truly amazing oasis sea cheese debauchery since sans little wee one naughty adult vacation sin city decide pop spring preserve check relatively new desert botanical garden learning center hubby science teacher way excite get science groove go little later expect couple hour spend easily could spend least 4 hour wander hiking trail check cool exhibit basically attraction three part origin experience ton cool interactive activity film little zoo desert life desert lving center conservation gardenstrails bunch interconnected trail really cold spend much time like trail time want get away bit smoke vice strip check spring preserve really lovely,{},{},{},{}
"I've been looking for a fun stylist in Pittsburgh that ""gets"" my curly hair -- and doesn't charge a fortune -- for years. After my first appointment today, I'm ending my search!Aaron P. did a fantastic job on my cut and balanced out my texture and volume. The rest of the staff was friendly and the space with bright and upbeat. To second an earlier comment, they didn't offer me a tour or brochure of their services as a first-time guest -- but I didn't mind asking for them.I'll their other services and will report back. But for now, I highly recommend La Pomponnee!
",1,"i have been looking for a fun stylist in pittsburgh that ""gets"" my curly hair -- and does not charge a fortune -- for years. after my first appointment today, i am ending my search!aaron p. did a fantastic job on my cut and balanced out my texture and volume. the rest of the staff was friendly and the space with bright and upbeat. to second an earlier comment, they did not offer me a tour or brochure of their services as a first-time guest -- but i did not mind asking for them.i will their other services and will report back. but for now, i highly recommend la pomponnee!",look fun stylist pittsburgh get curly hair charge fortune year first appointment today end search aaron p fantastic job cut balance texture volume rest staff friendly space bright upbeat second early comment offer tour brochure service first time guest mind ask service report back highly recommend la pomponnee,"{'value for money': 0.91, 'content quality': 0.541}","{'value for money': 0.91, 'content quality': 0.541}","{'value for money': 'POSITIVE', 'content quality': 'POSITIVE'}","{'value for money': 'POSITIVE', 'content quality': 'POSITIVE'}"
"I now understand where the name comes from. Yesterday I went into Dick's to buy my daughter some shirts. As we were checking out I noticed a bin that was full of bags that had sports watches and body bands to monitor vital signs. I started going through them to find a watch that would meet my workout needs. Most of the bags that contained these watches were missing something. Not a problem because the outside clearly noted what was wrong with the package. It said things like "" missing manual or dead battery"" I found a watch that was missing a manual. I went online and looked up the watch and it had what i was looking for. I purchased the watch as is and took it home. After trying to sync the watch to the body strap monitor for an hour, I went online and found that the watch that i have takes an analog strap and the one that was in this bag was digital. I went back to the store today to swap out the wrong band for the correct on. I was told that i had to speak to Nicole the store manager. I was directed to Nicole who was assisting another customer. After standing patiently waiting for Nicole while the customer and Nicole discussed trading in his older wife for two younger ones, I got annoyed. I went back to the counter to find a different manager. I was told that Nicole is it. I waited some more. After waiting for Nicole for 15 minutes and listening to conversation that had nothing to do with products or services she asked how she could help me. I explained the situation and showed her the online picture of what i was supposed to receive with my purchase and she told me that they take everything out of the original package and put them into the bags that they sell these in.   i pointed out that as people look through the bag,   watches are being mixed up. I showed her Timex watches with Polar band and bags with two watches and no bands. Some watches had no bags at all and were sitting in the bottom of the bin with other loose manuals and straps. After going through each bag, I could not find the correct band. Someone is walking around with a digital watch with an analog band. I asked if i could purchase a more expensive watch and just pay the difference. Nicole said no. I get ""as is"" but I purchased it because the issue that was advertised on the packaging was it was missing the manual. It did not say that the accessories in the packaging do not match and the watch can not be used for anything except time and date.Now I have to pay for a new band as well as pay for shipping which is going to be more expensive than buying the watch at the original retail price. Thank you for horrible customer service and a useless watch.Pissed of Morrison Family YMCA Soccer Dad
",0,"i now understand where the name comes from. yesterday i went into dick's to buy my daughter some shirts. as we were checking out i noticed a bin that was full of bags that had sports watches and body bands to monitor vital signs. i started going through them to find a watch that would meet my workout needs. most of the bags that contained these watches were missing something. not a problem because the outside clearly noted what was wrong with the package. it said things like "" missing manual or dead battery"" i found a watch that was missing a manual. i went online and looked up the watch and it had what i was looking for. i purchased the watch as is and took it home. after trying to sync the watch to the body strap monitor for an hour, i went online and found that the watch that i have takes an analog strap and the one that was in this bag was digital. i went back to the store today to swap out the wrong band for the correct on. i was told that i had to speak to nicole the store manager. i was directed to nicole who was assisting another customer. after standing patiently waiting for nicole while the customer and nicole discussed trading in his older wife for two younger ones, i got annoyed. i went back to the counter to find a different manager. i was told that nicole is it. i waited some more. after waiting for nicole for 15 minutes and listening to conversation that had nothing to do with products or services she asked how she could help me. i explained the situation and showed her the online picture of what i was supposed to receive with my purchase and she told me that they take everything out of the original package and put them into the bags that they sell these in. i pointed out that as people look through the bag, watches are being mixed up. i showed her timex watches with polar band and bags with two watches and no bands. some watches had no bags at all and were sitting in the bottom of the bin with other loose manuals and straps. after going through each bag, i could not find the correct band. someone is walking around with a digital watch with an analog band. i asked if i could purchase a more expensive watch and just pay the difference. nicole said no. i get ""as is"" but i purchased it because the issue that was advertised on the packaging was it was missing the manual. it did not say that the accessories in the packaging do not match and the watch can not be used for anything except time and date.now i have to pay for a new band as well as pay for shipping which is going to be more expensive than buying the watch at the original retail price. thank you for horrible customer service and a useless watch.pissed of morrison family ymca soccer dad",understand name come yesterday go dick buy daughter shirt check notice bin full bag sport watch body band monitor vital sign start go find watch would meet workout need bag contain watch miss something problem outside clearly note wrong package say thing like miss manual dead battery find watch miss manual go online look watch look purchase watch take home try sync watch body strap monitor hour go online find watch take analog strap one bag digital go back store today swap wrong band correct tell speak nicole store manager direct nicole assist another customer stand patiently wait nicole customer nicole discussed trading old wife two young one get annoy go back counter find different manager tell nicole wait wait nicole 15 minute listen conversation nothing product service ask could help explain situation show online picture suppose receive purchase tell take everything original package put bag sell point people look bag watch mixed show timex watch polar band bag two watch band watch bag sit bottom bin loose manual strap go bag could find correct band someone walk around digital watch analog band ask could purchase expensive watch pay difference nicole say get purchase issue advertise packaging miss manual say accessory packaging match watch use anything except time date pay new band well pay ship go expensive buy watch original retail price thank horrible customer service useless watch piss morrison family ymca soccer dad,{'customer experience': 0.495},{'customer experience': 0.495},{'customer experience': 'NEGATIVE'},{'customer experience': 'NEGATIVE'}
"I have not purchased coffee anywhere else by Colombia St. in years.  It is simply the best. I love to go in and talk to the staff. They are know their coffee and are happy to tell you about it. They also make great recommendations. I've tried many different varieties. My favorite is the Dominican Gold (single bean) and I also like the Black Velvet ( a blend ). You can't go wrong here. I used to grind my own coffee but I found that when you ask them to grind it for a French press, the grind is more even and consistent than my poor grinder.  Also, they give you a punch card and after you buy 10 pounds of coffee, you get one free, so don't forget to ask for one! I don't drink tea, but they have a bunch of it! Probably worth checking out if you're a tea fan.
",1,"i have not purchased coffee anywhere else by colombia st. in years. it is simply the best. i love to go in and talk to the staff. they are know their coffee and are happy to tell you about it. they also make great recommendations. i have tried many different varieties. my favorite is the dominican gold (single bean) and i also like the black velvet ( a blend ). you cannot go wrong here. i used to grind my own coffee but i found that when you ask them to grind it for a french press, the grind is more even and consistent than my poor grinder. also, they give you a punch card and after you buy 10 pounds of coffee, you get one free, so do not forget to ask for one! i do not drink tea, but they have a bunch of it! probably worth checking out if you are a tea fan.",purchase coffee anywhere else colombia st year simply best love go talk staff know coffee happy tell also make great recommendation try many different variety favorite dominican gold single bean also like black velvet blend go wrong use grind coffee find ask grind french press grind even consistent poor grinder also give punch card buy 10 pound coffee get one free forget ask one drink tea bunch probably worth check tea fan,{},{},{},{}
"I love Dr. Luster and his staff.  They are friendly and professional.  Dr. Luster takes the time to address your back issues.  He takes his time to give you excellent care.  Thank you!
",1,i love dr. luster and his staff. they are friendly and professional. dr. luster takes the time to address your back issues. he takes his time to give you excellent care. thank you!,love dr luster staff friendly professional dr luster take time address back issue take time give excellent care thank,{},{},{},{}
"My guess is that ""Ruth K."" was put up to writing a nice review by the staff or owner.  Regent Square deserves a better coffee shop, run by someone with good business sense.  What kind of a ""business"" only prepares food (chickentuna salad, hummus) once a week  Does chicken salad hold a week in your fridge  Also, whenever they lose an employee, they just shuffle their schedule and close at 6 pm for a few months.  They should be open till 10 pm as it is, with all the foot traffic in the neighborhood, especially in the summer. My guess is they see this place as nothing more than a loss leader for the bar they own next door.   Otherwise you would think that since opening in 1995 they could at least take the time to slap a coat of fresh paint on the place!BTW, Katerbean did go smoke free before the Allegheny County ordinance went into effect, but the place to this day reeks of stale smoke.Added note: looks like my previous review was somehow deleted.  I'll just say I received an order of hummus that was watery and had rotting celery in it.  Tried to get another and 3 or 4 of the orders in the case were all in the same condition. I asked for a refund, and afterwards watched the kid working there put the other containers back in the cooler to sell to other customers. That was the last straw.  I won't spend another dollar there.
",0,"my guess is that ""ruth k."" was put up to writing a nice review by the staff or owner. regent square deserves a better coffee shop, run by someone with good business sense. what kind of a ""business"" only prepares food (chickentuna salad, hummus) once a week does chicken salad hold a week in your fridge also, whenever they lose an employee, they just shuffle their schedule and close at 6 pm for a few months. they should be open till 10 pm as it is, with all the foot traffic in the neighborhood, especially in the summer. my guess is they see this place as nothing more than a loss leader for the bar they own next door. otherwise you would think that since opening in 1995 they could at least take the time to slap a coat of fresh paint on the place!by the way, katerbean did go smoke free before the allegheny county ordinance went into effect, but the place to this day reeks of stale smoke.added note: looks like my previous review was somehow deleted. i will just say i received an order of hummus that was watery and had rotting celery in it. tried to get another and 3 or 4 of the orders in the case were all in the same condition. i asked for a refund, and afterwards watched the kid working there put the other containers back in the cooler to sell to other customers. that was the last straw. i will not spend another dollar there.",guess ruth k put write nice review staff owner regent square deserve good coffee shop run someone good business sense kind business prepare food chickentuna salad hummus week chicken salad hold week fridge also whenever lose employee shuffle schedule close 6 pm month open till 10 pm foot traffic neighborhood especially summer guess see place nothing loss leader bar next door otherwise would think since opening 1995 could least take time slap coat fresh paint place way katerbean go smoke free allegheny county ordinance go effect place day reek stale smoke add note look like previous review somehow delete say receive order hummus watery rot celery try get another 3 4 order case condition ask refund afterwards watch kid work put container back cooler sell customer last straw spend another dollar,"{'content quality': 0.654, 'product quality': 0.522, 'value for money': 0.503}","{'content quality': 0.654, 'product quality': 0.522, 'value for money': 0.503}","{'content quality': 'POSITIVE', 'product quality': 'NEGATIVE', 'value for money': 'NEGATIVE'}","{'content quality': 'POSITIVE', 'product quality': 'NEGATIVE', 'value for money': 'NEGATIVE'}"
"I  have been doing business with Larry and his staff for many years.  When I have questions his staff has always made sure I was comfortable with my decisions on new firearms and supplies.Thanks Larry and the Hyatt Team
",1,i have been doing business with larry and his staff for many years. when i have questions his staff has always made sure i was comfortable with my decisions on new firearms and supplies.thanks larry and the hyatt team,business larry staff many year question staff always make sure comfortable decision new firearm supply thanks larry hyatt team,{'product quality': 0.531},{'product quality': 0.531},{'product quality': 'POSITIVE'},{'product quality': 'POSITIVE'}
"This place is a joke.Id rather be at Tao or Pure.The maloofs really know what class is. Britneys classy!hahano thanks.thats all.
",0,this place is a joke.id rather be at tao or pure.the maloofs really know what class is. britneys classy!hahano thanks.that is all.,place joke id rather tao pure maloofs really know class britneys classy hahano thanks,{},{},{},{}
"Ahhh, my favorite place for tailoring! Us short people rely on places like Artful Tailoring. It's been a while since I have been in, but I have given them everything from my Lucky Brand sweats, to Ann Taylor slacks to an old pair of jeans for mending! I've never had a bad experience here and their prices are fair. Service is fantastic and you can count on your clothes being ready when promised! The store is clean and has an upscale feel. Aladdin is knowledgeable and friendly. They are great at difficult jobs or specialty items too! Won't ever go anywhere else.
",1,"ahhh, my favorite place for tailoring! us short people rely on places like artful tailoring. it is been a while since i have been in, but i have given them everything from my lucky brand sweats, to ann taylor slacks to an old pair of jeans for mending! i have never had a bad experience here and their prices are fair. service is fantastic and you can count on your clothes being ready when promised! the store is clean and has an upscale feel. aladdin is knowledgeable and friendly. they are great at difficult jobs or specialty items too! will not ever go anywhere else.",ahhh favorite place tailor us short people rely place like artful tailor since give everything lucky brand sweat ann taylor slack old pair jean mend never bad experience price fair service fantastic count clothes ready promise store clean upscale feel aladdin knowledgeable friendly great difficult job specialty item ever go anywhere else,"{'value for money': 0.984, 'design and aesthetics': 0.9, 'product quality': 0.863, 'content quality': 0.806, 'customer experience': 0.686}","{'value for money': 0.984, 'design and aesthetics': 0.9, 'product quality': 0.863, 'content quality': 0.806, 'customer experience': 0.686}","{'value for money': 'POSITIVE', 'design and aesthetics': 'POSITIVE', 'product quality': 'POSITIVE', 'content quality': 'POSITIVE', 'customer experience': 'POSITIVE'}","{'value for money': 'POSITIVE', 'design and aesthetics': 'POSITIVE', 'product quality': 'POSITIVE', 'content quality': 'POSITIVE', 'customer experience': 'POSITIVE'}"
"I belong to a Marine Corps League detachment and one of the old timers told me about this joint. What better place to put a Marine bar than smack dab in the middle of Chinatown and right next to an Asian massage parlor no less I can neither confirm nor deny that the massages at the aforementioned establishment have a happy ending, but I can tell you that if you are a Marine or a devil doc, checking out this place IS A MUST! If you are the child or grandchild of a Marine or devil doc, or even a new girlfriend of one, bringing your vet here during your next Vegas trip IS A MUST.They didn't lie when they said they have some of the coldest beer in town. They carry both import and domestic, but sadly no Dos XX's. No drink is over $5 and they pour pretty strong. They also have a few beers on tap to include a hefenweizen. Deb was our bartender and her husband Spider cooks in the galley, and they have lunch specials and Friday night dinners too. From what I hear, Spider cooks a mean meal and even does catering for the events that go on at their hall, which is available to rent for special events.They are home to the Marine Corps Riders motorcycle club as well. inside their hall, they have memorabilia from WWI all the way up to OIFOEF ranging from uniforms to campaign commemorative K-bars and even enemy articles as well. I am sure they'd take any kind of donations if you have them to add to their museum. I noticed they didn't have much air wing stuff so I donated my squadron patch (HMH-465) to them. If you want gear to take home, they have a small PX and sell challenge coins and T-shirts from their MCL detachment and a few basic USMC veterans covers too.The last bit of info I can pass on is that its a little hard to find cause its in the middle of the Arville Shoppingtown Square ant can't easily be seen from the street. Just look for the big yellow MASSAGE sign with red lettering on the right hand side. You can't miss it!  And you won't want to either! Its just like being in an E-club on base and I'd imagine just like the SNCO or O clubs too. They have a few regulars there and a retired colonel whose a member there made us feel right at home from the moment we walked in the doo and even bought me and my compadre, also a Marine a couple of shots. If you are reading this Col. Czech (Tom), thanks for your hospitality!  Like the say, Once a Marine Always a Marine! Semper Fi!
",1,"i belong to a marine corps league detachment and one of the old timers told me about this joint. what better place to put a marine bar than smack dab in the middle of chinatown and right next to an asian massage parlor no less i can neither confirm nor deny that the massages at the aforementioned establishment have a happy ending, but i can tell you that if you are a marine or a devil doc, checking out this place is a must! if you are the child or grandchild of a marine or devil doc, or even a new girlfriend of one, bringing your vet here during your next vegas trip is a must.they did not lie when they said they have some of the coldest beer in town. they carry both import and domestic, but sadly no dos xx's. no drink is over $5 and they pour pretty strong. they also have a few beers on tap to include a hefenweizen. deb was our bartender and her husband spider cooks in the galley, and they have lunch specials and friday night dinners too. from what i hear, spider cooks a mean meal and even does catering for the events that go on at their hall, which is available to rent for special events.they are home to the marine corps riders motorcycle club as well. inside their hall, they have memorabilia from wwi all the way up to oifoef ranging from uniforms to campaign commemorative k-bars and even enemy articles as well. i am sure they would take any kind of donations if you have them to add to their museum. i noticed they did not have much air wing stuff so i donated my squadron patch (hmh-465) to them. if you want gear to take home, they have a small px and sell challenge coins and t-shirts from their mcl detachment and a few basic usmc veterans covers too.the last bit of info i can pass on is that its a little hard to find because its in the middle of the arville shoppingtown square ant cannot easily be seen from the street. just look for the big yellow massage sign with red lettering on the right hand side. you cannot miss it! and you will not want to either! its just like being in an e-club on base and i would imagine just like the snco or o clubs too. they have a few regulars there and a retired colonel whose a member there made us feel right at home from the moment we walked in the doo and even bought me and my compadre, also a marine a couple of shots. if you are reading this col. czech (tom), thanks for your hospitality! like the say, once a marine always a marine! semper fi!",belong marine corp league detachment one old timer tell joint good place put marine bar smack dab middle chinatown right next asian massage parlor less neither confirm deny massage aforementioned establishment happy end tell marine devil doc check place must child grandchild marine devil doc even new girlfriend one bring vet next vega trip must lie say cold beer town carry import domestic sadly xx drink 5 pour pretty strong also beer tap include hefenweizen deb bartender husband spider cook galley lunch special friday night dinner hear spider cook mean meal even cater event go hall available rent special event home marine corp rider motorcycle club well inside hall memorabilia wwi way oifoef range uniform campaign commemorative k bar even enemy article well sure would take kind donation add museum notice much air wing stuff donate squadron patch hmh 465 want gear take home small px sell challenge coin shirt mcl detachment basic usmc veteran cover last bit info pass little hard find middle arville shoppingtown square ant easily see street look big yellow massage sign red lettering right hand side miss want either like e club base would imagine like snco club regular retired colonel whose member make us feel right home moment walk doo even buy compadre also marine couple shot read col czech tom thanks hospitality like say marine always marine semper fi,{'value for money': 0.707},{'value for money': 0.707},{'value for money': 'NEGATIVE'},{'value for money': 'NEGATIVE'}
"I'm a mattress buying novice. I also hate buying things that require you to try-before-you-buy. I also seem to give explanatory information about myself before reviews. Anyway. I had a lot of anxiousness about buying a mattress. If it's terrible, you'll be spending a large proportion of your life in misery until you fix the problem. Who wants that Especially for something that can be as expensive as a mattress These people were great. They patiently answered all of my mattress questions and treated me like a valued customer - both times I called, the man on the phone remembered my name (and number!) and took care of me. When I failed to buy a box spring (why oh why did I think I could go without a box spring) they were able to take care of me over the phone and get me a box spring in the SAME day. Within hours, even. They even helped me set up the mattress that I DIDN'T purchase from them, which blew me away. Their professionalism and friendliness are excellent. I will recommend them to everyone who's in the market for a mattress, especially students, because their student deals are fantastic.
",1,"i am a mattress buying novice. i also hate buying things that require you to try-before-you-buy. i also seem to give explanatory information about myself before reviews. anyway. i had a lot of anxiousness about buying a mattress. if it is terrible, you will be spending a large proportion of your life in misery until you fix the problem. who wants that especially for something that can be as expensive as a mattress these people were great. they patiently answered all of my mattress questions and treated me like a valued customer - both times i called, the man on the phone remembered my name (and number!) and took care of me. when i failed to buy a box spring (why oh why did i think i could go without a box spring) they were able to take care of me over the phone and get me a box spring in the same day. within hours, even. they even helped me set up the mattress that i did not purchase from them, which blew me away. their professionalism and friendliness are excellent. i will recommend them to everyone who is in the market for a mattress, especially students, because their student deals are fantastic.",mattress buying novice also hate buy thing require try buy also seem give explanatory information review anyway lot anxiousness buy mattress terrible spend large proportion life misery fix problem want especially something expensive mattress people great patiently answer mattress question treat like value customer time call man phone remember name number take care fail buy box spring oh think could go without box spring able take care phone get box spring day within hour even even help set mattress purchase blow away professionalism friendliness excellent recommend everyone market mattress especially student student deal fantastic,{'value for money': 0.628},{'value for money': 0.628},{'value for money': 'NEGATIVE'},{'value for money': 'NEGATIVE'}
"Lifetime fitness is the bomb. How do I know this Because I have worked out at probably 100 different gyms during my 8 years of traveling the country playing minor league baseball. At Lifetime you get what you pay for and Lifetime is not cheap. It's always meticulously clean, stocked with towels and has plenty of free and pay for classes if you like classes. If you wanted to, you could literally spend the whole day at Lifetime at have everything you need from the cafe, pool, child care (max 2 hours), hair and nail salon, free WiFi, lounging area in the locker room with couches and a flat screen TV, Jacuzzi, sauna, etc, etc, etc. If you don't mind the price, 40mnth for a basic membership, you will love Lifetime and never want to work out anywhere else.
",1,"lifetime fitness is the bomb. how do i know this because i have worked out at probably 100 different gyms during my 8 years of traveling the country playing minor league baseball. at lifetime you get what you pay for and lifetime is not cheap. it is always meticulously clean, stocked with towels and has plenty of free and pay for classes if you like classes. if you wanted to, you could literally spend the whole day at lifetime at have everything you need from the cafe, pool, child care (max 2 hours), hair and nail salon, free wifi, lounging area in the locker room with couches and a flat screen tv, jacuzzi, sauna, etc, etc, etc. if you do not mind the price, 40mnth for a basic membership, you will love lifetime and never want to work out anywhere else.",lifetime fitness bomb know work probably 100 different gym 8 year travel country play minor league baseball lifetime get pay lifetime cheap always meticulously clean stock towel plenty free pay class like class want could literally spend whole day lifetime everything need cafe pool child care max 2 hour hair nail salon free wifi lounge area locker room couch flat screen tv jacuzzi sauna etc etc etc mind price 40mnth basic membership love lifetime never want work anywhere else,"{'value for money': 0.964, 'functionality': 0.454}","{'value for money': 0.964, 'functionality': 0.454}","{'value for money': 'NEGATIVE', 'functionality': 'NEGATIVE'}","{'value for money': 'NEGATIVE', 'functionality': 'NEGATIVE'}"
"Absolute worst service I've ever had, and I've been to a lot of Chinese restaurants. All the other times I've been here, nothing worth mentioning, but the most recent time will be my last time.Now I don't know who all the titles of the staff, so I'll just refer to them as waiters and busers. I think we had 2 servers and 2-3 busers throughout the course of our meal.2-3 because I think I saw two busers that looks identical, and I'm not being racist because I'm Chinese myself, so I'll just count them both as one person.We first get there and put in our order. I didn't keep track of time, but probably after 20-30 minutes we get our appetizer, still no soup though and that's supposed to come first.  Buser 1 delivers the appetizer but practically drops the dish on the table with a loud thud and immediately walks away. About 10-20 minutes later the other dishes started coming. The worst dish was the sizzling pepper steak. The thing about this dish is when it comes to your table, the steak is supposed to be sizzling in the metal tray. In our case, it came out at room temperature (meat and metal pan), so as you can expect, absolutely no sizzle.Sometime throughout the meal, we asked Buser 1 if we're supposed to get soup. He responds by saying don't ask him, ask the waiter. So we ask one of the waiters and he apologizes and says he'll get us soup. About 10 minutes later, we still haven't received the soup so we don't really bother anymore. The waiter walks by and asks if we have received our soup yet, which we said not yet, and he could tell by the lack of soup bowls. He immediately gets someone (again) to bring out soup. This time, Buser 2, puts the bowl of soup down, not sure where his mind is at, but drops the soup spoon into the bowl and splashes all of us with soup, my mom suffering the most splash damage. He says sorry once, but for an incident like that, I think you should be more apologetic.After a few more dishes arrive, we ask for rice, which is not something that you should need to do yourself at a Chinese restaurant.Finally when we're done eating, we ask Buser 1 for some to-go boxes. He goes and brings back boxes and before he walks away says ""Ask someone else to do it"". WTF kind of attitude is thatIn the end, they had the audacity to charge us 18% gratuity on a party of 4 with dreadful service. Overall the food was decent, but it was PAINFUL to eat with that degree of service.
",0,"absolute worst service i have ever had, and i have been to a lot of chinese restaurants. all the other times i have been here, nothing worth mentioning, but the most recent time will be my last time.now i do not know who all the titles of the staff, so i will just refer to them as waiters and busers. i think we had 2 servers and 2-3 busers throughout the course of our meal.2-3 because i think i saw two busers that looks identical, and i am not being racist because i am chinese myself, so i will just count them both as one person.we first get there and put in our order. i did not keep track of time, but probably after 20-30 minutes we get our appetizer, still no soup though and that is supposed to come first. buser 1 delivers the appetizer but practically drops the dish on the table with a loud thud and immediately walks away. about 10-20 minutes later the other dishes started coming. the worst dish was the sizzling pepper steak. the thing about this dish is when it comes to your table, the steak is supposed to be sizzling in the metal tray. in our case, it came out at room temperature (meat and metal pan), so as you can expect, absolutely no sizzle.sometime throughout the meal, we asked buser 1 if we are supposed to get soup. he responds by saying do not ask him, ask the waiter. so we ask one of the waiters and he apologizes and says he will get us soup. about 10 minutes later, we still have not received the soup so we do not really bother anymore. the waiter walks by and asks if we have received our soup yet, which we said not yet, and he could tell by the lack of soup bowls. he immediately gets someone (again) to bring out soup. this time, buser 2, puts the bowl of soup down, not sure where his mind is at, but drops the soup spoon into the bowl and splashes all of us with soup, my mom suffering the most splash damage. he says sorry once, but for an incident like that, i think you should be more apologetic.after a few more dishes arrive, we ask for rice, which is not something that you should need to do yourself at a chinese restaurant.finally when we are done eating, we ask buser 1 for some to-go boxes. he goes and brings back boxes and before he walks away says ""ask someone else to do it"". wtf kind of attitude is thatin the end, they had the audacity to charge us 18% gratuity on a party of 4 with dreadful service. overall the food was decent, but it was painful to eat with that degree of service.",absolute bad service ever lot chinese restaurant time nothing worth mentioning recent time last time know title staff refer waiter busers think 2 server 2 3 busers throughout course meal 2 3 think saw two busers look identical racist chinese count one person first get put order keep track time probably 20 30 minute get appetizer still soup though suppose come first buser 1 delivers appetizer practically drop dish table loud thud immediately walk away 10 20 minute later dish start come bad dish sizzle pepper steak thing dish come table steak suppose sizzle metal tray case come room temperature meat metal pan expect absolutely sizzle sometime throughout meal ask buser 1 suppose get soup respond say ask ask waiter ask one waiter apologize say get us soup 10 minute later still receive soup really bother anymore waiter walk asks receive soup yet say yet could tell lack soup bowl immediately get someone bring soup time buser 2 put bowl soup sure mind drop soup spoon bowl splash us soup mom suffer splash damage say sorry incident like think apologetic dish arrive ask rice something need chinese restaurant finally eat ask buser 1 go box go bring back box walk away say ask someone else wtf kind attitude thatin end audacity charge us 18 gratuity party 4 dreadful service overall food decent painful eat degree service,{},{},{},{}
